"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"13859","IPS-6468","10","13","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13860","IPS-6475 & IPS-6420","10","13","","","unknown","left","?","M5","36.11","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13861","IPS-6478","10","13","","","unknown","right","?","M5","36.09","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13862","IPS-6496","10","13","","","unknown","left","?","M5","36.18","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13863","Piera A","10","13","","","unknown","left","?","M5","38.28","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13864","Piera B","10","13","","","unknown","right","?","M5","36.23","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13865","Piera C","10","13","","","unknown","right","?","M5","35.72","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13866","Piera D","10","13","","","unknown","right","?","M5","35.34","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13877","MNCN17158","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13887","MNCN17178","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13888","MNCN17179","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13890","MNCN17181","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13893","MNCN17184","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13894","MNCN17185","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13895","MNCN17186","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13896","MNCN17187","10","14","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13897","MNCN17189","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13898","MNCN17190","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13900","MNCN17192","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13901","MNCN17193","10","14","","","unknown","right","?","M5","37.89","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13902","MNCN17194","10","14","","","unknown","left","?","M5","37.26","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13903","MNCN17195","10","14","","","unknown","left","?","M5","33.81","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13904","MNCN17196","10","14","","","unknown","right","?","M5","35.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13905","MNCN17197","10","14","","","unknown","left","?","M5","37.14","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13906","MNCN17198","10","14","","","unknown","right","?","M5","38.77","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13907","MNCN17199","10","14","","","unknown","left","?","M5","37.51","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13908","MNCN17200","10","14","","","unknown","left","?","M5","33.02","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13909","MNCN17201","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13910","MNCN17202","10","14","","","unknown","right","?","M5","39.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13911","MNCN17203","10","14","","","unknown","left","?","M5","35.15","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13912","MNCN17204","10","14","","","unknown","left","?","M5","36.52","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13913","MNCN17205","10","14","","","unknown","left","?","M5","40.18","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13914","MNCN17206","10","14","","","unknown","right","?","M5","36.04","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13915","MNCN17207","10","14","","","unknown","right","?","M5","37.15","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13916","MNCN17208","10","14","","","unknown","right","?","M5","37.85","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13917","MNCN17209","10","14","","","unknown","left","?","M5","37.46","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13918","MNCN17211","10","14","","","unknown","right","?","M5","35.77","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13919","MNCN17212","10","14","","","unknown","left","?","M5","38.4","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13920","MNCN17213","10","14","","","unknown","right","?","M5","33.31","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13921","MNCN17215","10","14","","","unknown","left","?","M5","35.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13922","MNCN17217","10","14","","","unknown","left","?","M5","35.13","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13923","MNCN17218","10","14","","","unknown","left","?","M5","38.42","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13924","MNCN17220","10","14","","","unknown","left","?","M5","36.41","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13925","MNCN17222","10","14","","","unknown","left","?","M5","40.49","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13926","MNCN17223","10","14","","","unknown","right","?","M5","35.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13927","MNCN17224","10","14","","","unknown","right","?","M5","33.62","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13928","MNCN17225","10","14","","","unknown","right","?","M5","36.77","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13929","MNCN17226","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13930","MNCN17227","10","14","","","unknown","left","?","M5","36.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13931","MNCN17228","10","14","","","unknown","left","?","M5","37.94","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13932","MNCN17229","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13933","MNCN17245","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13934","MNCN17246","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13936","MNCN17247","10","14","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13937","MNCN17249","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13940","MNCN17251","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13944","MNCN17258","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13946","MNCN17261","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13947","MNCN17267","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13949","MNCN17269","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13951","MNCN17271","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13954","MNCN17275","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13955","MNCN17276","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13956","MNCN17277","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13957","MNCN17278","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13958","MNCN17279","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13961","MNCN17282","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13963","MNCN17284","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13964","MNCN17285","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13968","MNCN17290","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13969","MNCN17291","10","14","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13972","MNCN17294","10","14","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13975","BA015","10","15","","","unknown","left","?","M5","40.03","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13977","EFB","10","16","","","unknown","left","?","M5","36.49","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13978","EFC","10","16","","","unknown","left","?","M5","37.71","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13979","Fi007","10","16","","","unknown","right","?","M5","38.95","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13980","FiA","10","16","","","unknown","norecord","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13981","La Tarumba A","10","17","","","unknown","left","?","M5","36.79","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13982","Vilade. A","10","17","","","unknown","left","?","M5","42.29","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13983","Polinya A","10","18","","","unknown","left","?","M5","36.54","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13984","Polinya B","10","18","","","unknown","left","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13985","IPS-475","10","19","","","unknown","right","?","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"13992","MNHNPIK108","11","1","","","unknown","left","8.0","M5","36.8","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"13995","MNHNPIK150","11","1","","","unknown","left","8.0","M5","37.5","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"13998","MNHNPIK154","11","1","","","unknown","left","8.0","M5","38.9","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"13999","MNHNPIK155","11","1","","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14000","MNHNPIK155","11","1","","","unknown","right","8.0","M5","35.4","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14001","MNHNPIK37A","11","1","","","unknown","left","8.0","M5","37.6","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14006","MNHNPIK51","11","1","","","unknown","left","8.0","M5","37.1","metacarpal proximal breadth","mm","?Cremohipparion mediterraneum"
"14007","MNHNPIK52","11","1","","","unknown","left","8.0","M5","43.7","metacarpal proximal breadth","mm","Hippotherium  ?brachypus"
"14008","MNHNPIK54","11","1","","","unknown","right","8.0","M5","39.6","metacarpal proximal breadth","mm","Hippotherium  ?brachypus"
"14009","MNHNPIK55","11","1","","","unknown","left","8.0","M5","40","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14012","MNHNPIK59","11","1","","","unknown","left","8.0","M5","38","metacarpal proximal breadth","mm","Hippotherium  ?brachypus"
"14013","MNHNPIK61","11","1","","","unknown","left","8.0","M5","34.3","metacarpal proximal breadth","mm","?Cremohipparion mediterraneum"
"14014","MNHNPIK62A","11","1","","","unknown","left","8.0","M5","35.9","metacarpal proximal breadth","mm","?Cremohipparion mediterraneum"
"14020","PIUW/3145/19","11","1","","","unknown","right","8.0","M5","41.7","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14021","PIUW3145/1","11","1","","","unknown","right","8.0","M5","36.1","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14022","PIUW3145/10","11","1","","","unknown","right","8.0","M5","39.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14023","PIUW3145/11","11","1","","","unknown","left","8.0","M5","43.1","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14024","PIUW3145/12","11","1","","","unknown","right","8.0","M5","41.5","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14025","PIUW3145/13","11","1","","","unknown","right","8.0","M5","43.6","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14026","PIUW3145/14","11","1","","","unknown","right","8.0","M5","39.9","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14027","PIUW3145/15","11","1","","","unknown","right","8.0","M5","37.1","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14028","PIUW3145/16","11","1","","","unknown","right","8.0","M5","42.7","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14029","PIUW3145/17","11","1","","","unknown","left","8.0","M5","33.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14030","PIUW3145/18","11","1","","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14031","PIUW3145/2","11","1","","","unknown","left","8.0","M5","41.5","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14032","PIUW3145/20","11","1","","","unknown","right","8.0","M5","","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14033","PIUW3145/21","11","1","","","unknown","left","8.0","M5","","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14034","PIUW3145/3","11","1","","","unknown","right","8.0","M5","35.1","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14035","PIUW3145/4","11","1","","","unknown","left","8.0","M5","42.1","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14036","PIUW3145/5","11","1","","","unknown","right","8.0","M5","41.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14037","PIUW3145/6","11","1","","","unknown","left","8.0","M5","42.1","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14038","PIUW3145/7","11","1","","","unknown","left","8.0","M5","38.3","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14039","PIUW3145/8","11","1","","","unknown","left","8.0","M5","39.8","metacarpal proximal breadth","mm","""Hipparion""  sp."
"14040","PIUW3145/9","11","1","","","unknown","right","8.0","M5","38.7","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14081","SMNS14n.s.m5_1859","11","1","","","unknown","right","8.0","M5","36.2","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14082","SMNS3942","11","1","","","unknown","right","8.0","M5","38","metacarpal proximal breadth","mm","Cremohipparion mediterraneum"
"14083","SMNSRLB0501","11","1","","","unknown","right","8.0","M5","35.3","metacarpal proximal breadth","mm","Hippotherium  brachypus"
"14085","AMNH10737b","11","2","","","unknown","right","7.5","M5","39.9","metacarpal proximal breadth","mm","Hippotherium  aff. brachypus"
"14088","AMNH10741G","11","2","Q?","","unknown","left","7.5","M5","","metacarpal proximal breadth","mm","Cremohipparion nikosi"
"14089","AMNH140292","11","2","Q6","","unknown","left","8.2","M5","33.8","metacarpal proximal breadth","mm","""Hipparion"" sp."
"14091","AMNH20312","11","2","Q1","","unknown","left","7.2","M5","42.6","metacarpal proximal breadth","mm","Hipparion dietrichi"
