"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"12472","AMNH69","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","0","metacarpal proximal breadth"
"12474","AMNH70","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","0","metacarpal proximal breadth"
"12475","AMNH71","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","35.9","metacarpal proximal breadth"
"12476","AMNH73","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","36.8","metacarpal proximal breadth"
"12477","AMNH74","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","37.2","metacarpal proximal breadth"
"12478","AMNH75","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","0","metacarpal proximal breadth"
"12479","AMNH76","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","32.5","metacarpal proximal breadth"
"12480","AMNH77","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","0","metacarpal proximal breadth"
"12481","AMNH78","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","39.2","metacarpal proximal breadth"
"12482","AMNH79","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","28.2","metacarpal proximal breadth"
"12484","AMNH80","","Calippus","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","28.9","metacarpal proximal breadth"
"12485","AMNH81","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","32.7","metacarpal proximal breadth"
"12486","AMNH82","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","30.2","metacarpal proximal breadth"
"12502","AMNH98","","Calippus","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","21","metacarpal proximal breadth"
"12503","AMNH99","","Cormohipparion","sp.","1","2","X-Mas Q","","unknown","mc3","norecord","10.0","M5","35.4","metacarpal proximal breadth"
"12505","AMNH21925","","Cremohipparion","moldavicum","2","","","","unknown","mc3","right","7.0","M5","34.6","metacarpal proximal breadth"
"12509","IVPP-LT no numb 32","","""Hipparion"" ","sp.","2","","Lantian 42","","unknown","mc3","right","6.8","M5","26.4","metacarpal proximal breadth"
"12512","IVPP-LT416","","""Hipparion"" ","sp.","2","","Lantian 6","","male","mc3","left","8.03","M5","36.2","metacarpal proximal breadth"
"12513","IVPP-LT478","","""Hipparion"" ","sp.","2","","Lantian 6","","male","mc3","right","8.03","M5","33","metacarpal proximal breadth"
"12514","IVPP-LT504","","""Hipparion"" ","sp.","2","","Lantian 42","","unknown","mc3","right","6.8","M5","","metacarpal proximal breadth"
"12515","IVPP-LT532","","""Hipparion"" ","sp.","2","","Lantian 6","","unknown","mc3","right","8.03","M5","39.4","metacarpal proximal breadth"
"12517","IVPPv16876,1","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","right","2.55","M5","58.6","metacarpal proximal breadth"
"12518","IVPPv16876,2","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","right","2.55","M5","58.9","metacarpal proximal breadth"
"12519","IVPPv16876,3","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","left","2.55","M5","55.7","metacarpal proximal breadth"
"12520","IVPPv16876,4","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","right","2.55","M5","57.7","metacarpal proximal breadth"
"12521","IVPPv16876,5","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","left","2.55","M5","59.1","metacarpal proximal breadth"
"12522","IVPPv16876,6","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","left","2.55","M5","60.2","metacarpal proximal breadth"
"12523","IVPPv16877","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","left","2.55","M5","60.6","metacarpal proximal breadth"
"12524","IVPPv16878,1","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","left","2.55","M5","","metacarpal proximal breadth"
"12525","IVPPv16878,2","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","right","2.55","M5","","metacarpal proximal breadth"
"12526","IVPPv16878,3","","Equus","eisenmannae","2","","Longdan","","unknown","mc3","right","2.55","M5","","metacarpal proximal breadth"
"12546","THP22259dw","","Proboscidipparion","sinense","2","","","","unknown","mc3","left","2.0","M5","50.3","metacarpal proximal breadth"
"12549","OU1020/a ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","35.61","metacarpal proximal breadth"
"12550","OU1020/b ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","left","7.0","M5","0","metacarpal proximal breadth"
"12551","OU1021/1 ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","36.08","metacarpal proximal breadth"
"12552","OU1025/1 ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","39.33","metacarpal proximal breadth"
"12564","OU1034/1 ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","40.06","metacarpal proximal breadth"
"12565","OU1034/2 ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","0","metacarpal proximal breadth"
"12566","OU1037/1 ","","Hippotherium","giganteum","3","1","","","unknown","mc3","left","7.0","M5","38.92","metacarpal proximal breadth"
"12570","OU1130/1 ","","Hippotherium","giganteum","3","1","","","unknown","mc3","left","7.0","M5","39.64","metacarpal proximal breadth"
"12577","OU1131/2b ","","Hippotherium","giganteum","3","1","","","unknown","mc3","right","7.0","M5","37.74","metacarpal proximal breadth"
"12579","OU1131/3b ","","Hippotherium","giganteum","3","1","","","unknown","mc3","left","7.0","M5","35.73","metacarpal proximal breadth"
"12581","OU1131/4b ","","Hippotherium","giganteum","3","1","","","unknown","mc3","right","7.0","M5","39.54","metacarpal proximal breadth"
"12594","OU1132/16 ","","Hippotherium","giganteum","3","1","","","unknown","mc3","right","7.0","M5","35.47","metacarpal proximal breadth"
"12595","OU1132/17 ","","Hippotherium","giganteum","3","1","","","unknown","mc3","left","7.0","M5","34.25","metacarpal proximal breadth"
"12596","OU1132/2 ","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","left","7.0","M5","0","metacarpal proximal breadth"
"12604","OU1133/1 ","","Hippotherium","giganteum","3","1","","","unknown","mc3","right","7.0","M5","37.92","metacarpal proximal breadth"
"12611","OU1852/1","","""Hipparion"" ","sp.","3","1","","","unknown","mc3","right","7.0","M5","38.25","metacarpal proximal breadth"
"12614","AMNH19685","","Sivalhippus","perimense","4","1","","","unknown","mc3","left","8.0","M5","44.5","metacarpal proximal breadth"
"12615","AMNH19761","","Sivalhippus","perimense","4","1","","","unknown","mc3","right","8.0","M5","47.9","metacarpal proximal breadth"
"12620","AMNH29810","","""Hipparion"" ","sp. lg","4","1","","","unknown","mc3","left","8.0","M5","42.3","metacarpal proximal breadth"
"12623","AMNH29819","","Sivalhippus","perimense","4","1","","","unknown","mc3","right","8.0","M5","45.8","metacarpal proximal breadth"
"12627","AMNH29825","","Sivalhippus","perimense","4","1","","","unknown","mc3","left","8.0","M5","46.9","metacarpal proximal breadth"
"12628","BMNHM10891","","Cremohipparion","antelopinum","4","1","","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12633","BMNHM18006","","Cremohipparion","antelopinum","4","1","","","unknown","mc3","left","3.5","M5","43.2","metacarpal proximal breadth"
"12635","BMNHM2650","","Cremohipparion","antelopinum","4","1","","","unknown","mc3","right","3.5","M5","39.4","metacarpal proximal breadth"
"12639","YGSP10302","","""Hipparion"" ","sp.","4","1","Y310","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12640","YGSP10302dw","","Sivalhippus","nagriensis","4","1","Y0310","","unknown","mc3","right","9.261","M5","","metacarpal proximal breadth"
"12641","YGSP10452","","""Hipparion"" ","sp.","4","1","Y311","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12642","YGSP10452dw","","Sivalhippus","nagriensis","4","1","Y0311","","unknown","mc3","right","10.004","M5","","metacarpal proximal breadth"
"12653","YGSP10887dw","","Sivalhippus","nagriensis","4","1","Y0312","","unknown","mc3","left","9.29","M5","","metacarpal proximal breadth"
"12658","YGSP11011","","","","4","1","Y314","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12659","YGSP11011dw","","Sivalhippus","nagriensis","4","1","Y0314","","unknown","mc3","right","9.244","M5","","metacarpal proximal breadth"
"12666","YGSP11672","","""Hipparion"" ","sp.","4","1","Y317","","unknown","mc3","right","8.0","M5","44.6","metacarpal proximal breadth"
"12667","YGSP11672dw","","Sivalhippus","sp.","4","1","Y0317","","unknown","mc3","right","9.175","M5","44.6","metacarpal proximal breadth"
"12674","YGSP12478","","""Hipparion"" ","sp.","4","1","Y330","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12675","YGSP12478dw","","Sivalhippus","nagriensis","4","1","Y0330","","unknown","mc3","left","9.623","M5","","metacarpal proximal breadth"
"12676","YGSP12693","","""Hipparion"" ","sp.","4","1","Y270","","unknown","mc3","right","8.0","M5","39.3","metacarpal proximal breadth"
"12678","YGSP12693dw","","""Hipparion"" ","sp.","4","1","Y0270","","unknown","mc3","right","9.335","M5","","metacarpal proximal breadth"
"12679","YGSP12693dw","","""Hipparion"" ","sp.","4","1","Y0270","","unknown","mc3","right","9.335","M5","39.3","metacarpal proximal breadth"
"12686","YGSP13631","","""Hipparion"" ","sp.","4","1","Y350","","unknown","mc3","right","8.0","M5","42.9","metacarpal proximal breadth"
"12687","YGSP13631dw","","Sivalhippus","nagriensis","4","1","Y0350","","unknown","mc3","right","9.3","M5","42.7","metacarpal proximal breadth"
"12692","YGSP14133","","""Hipparion"" ","sp.","4","1","Y330","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12701","YGSP15020","","""Hipparion"" ","sp.","4","1","ML006","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12702","YGSP15020dw","","Sivalhippus","cf. perimense","4","1","ML006","","unknown","mc3","left","8.787","M5","","metacarpal proximal breadth"
"12703","YGSP15997","","""Hipparion"" ","sp.","4","1","Y395","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12704","YGSP15997dw","","""Hipparion"" ","sp.","4","1","Y0395","","unknown","mc3","left","10.298","M5","","metacarpal proximal breadth"
"12707","YGSP16811","","""Hipparion"" ","sp.","4","1","Y373","","unknown","mc3","left","8.0","M5","52.8","metacarpal proximal breadth"
"12708","YGSP16811dw","","Sivalhippus","anwari","4","1","Y0373","","unknown","mc3","left","7.007","M5","51.9","metacarpal proximal breadth"
"12714","YGSP24257","","""Hipparion"" ","sp.","4","1","Y182","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12717","YGSP2660","","""Hipparion"" ","sp.","4","1","Y099","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12718","YGSP2660dw","","Cremohipparion","antelopinum","4","1","Y0099","","unknown","mc3","right","7.889","M5","","metacarpal proximal breadth"
"12722","YGSP291adw","","Sivalhippus","perimense","4","1","Y0020","","unknown","mc3","right","7.992","M5","","metacarpal proximal breadth"
"12728","YGSP3032dw","","Cremohipparion","antelopinum","4","1","Y0119","","unknown","mc3","right","8.327","M5","39.8","metacarpal proximal breadth"
"12734","YGSP3225","","""Hipparion"" ","sp.","4","1","Y131","","unknown","mc3","left","8.0","M5","42","metacarpal proximal breadth"
"12736","YGSP3225dw","","Sivalhippus","perimense","4","1","Y0131","","unknown","mc3","left","7.921","M5","41.6","metacarpal proximal breadth"
"12737","YGSP3225dw","","Sivalhippus","perimense","4","1","Y0131","","unknown","mc3","left","7.921","M5","","metacarpal proximal breadth"
"12744","YGSP3537dw","","Sivalhippus","nagriensis","4","1","Y0160","","unknown","mc3","left","9.296","M5","","metacarpal proximal breadth"
"12751","YGSP3837","","""Hipparion"" ","sp.","4","1","Y160","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12756","YGSP39181dw","","Sivalhippus","nagriensis","4","1","Y0311","","unknown","mc3","right","10.004","M5","39.8","metacarpal proximal breadth"
"12757","YGSP40382dw","","Sivalhippus","nagriensis","4","1","Y0311","","unknown","mc3","left","10.004","M5","39.8","metacarpal proximal breadth"
"12760","YGSP4251dw","","Sivalhippus","nagriensis","4","1","Y0182","","unknown","mc3","right","9.159","M5","","metacarpal proximal breadth"
"12763","YGSP4966","","""Hipparion"" ","sp.","4","1","Y159","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12764","YGSP4966dw","","Sivalhippus","nagriensis","4","1","Y0159","","unknown","mc3","left","9.288","M5","","metacarpal proximal breadth"
"12767","YGSP50308dw","","Sivalhippus","perimense","4","1","Y0938","","unknown","mc3","right","7.307","M5","45.6","metacarpal proximal breadth"
"12788","YGSP52103dw","","Cremohipparion","antelopinum","4","1","Y0028","","unknown","mc3","right","8.327","M5","42.1","metacarpal proximal breadth"
"12793","YGSP5482","","""Hipparion"" ","sp.","4","1","Y310","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12794","YGSP5482w","","Sivalhippus","nagriensis","4","1","Y0310","","unknown","mc3","right","9.261","M5","","metacarpal proximal breadth"
"12797","YGSP6074dw","","""Hipparion"" ","sp.","4","1","","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12798","YGSP6079","","""Hipparion"" ","sp.","4","1","Y215","","unknown","mc3","left","8.0","M5","","metacarpal proximal breadth"
"12806","YGSP7367dw","","Sivalhippus","nagriensis","4","1","Y0243","","unknown","mc3","right","9.17","M5","44.3","metacarpal proximal breadth"
"12809","YGSP7371dw","","Sivalhippus","sp.","4","1","Y0243","","unknown","mc3","left","9.17","M5","","metacarpal proximal breadth"
"12810","YGSP7372","","""Hipparion"" ","sp.","4","1","Y243","","unknown","mc3","right","8.0","M5","","metacarpal proximal breadth"
"12811","YGSP7372dw","","Sivalhippus","nagriensis","4","1","Y0243","","unknown","mc3","right","9.17","M5","","metacarpal proximal breadth"
"12812","YGSP7867","","""Hipparion"" ","sp.","4","1","Y243","","unknown","mc3","right","8.0","M5","44.1","metacarpal proximal breadth"
"12835","YGSP3225","","""Hipparion"" ","sp.","4","1","Y131","","unknown","mc3","left","7.926","M5","41.7","metacarpal proximal breadth"
"12840","YGSP4966","","""Hipparion"" ","sp.","4","1","Y159","","unknown","mc3","left","9.268","M5","","metacarpal proximal breadth"
"12841","YGSP3537?**","","""Hipparion"" ","sp.","4","1","Y160","","unknown","mc3","left","9.296","M5","","metacarpal proximal breadth"
